iata,airport_name,icao,city,state,country,lat,lon,lat_lon
WME,Mount Keith,YMNE,Shire Of Wiluna,,Australia,-27.28639984,120.5550003,"-27.28639984,120.5550003"
KRB,Karumba,YKMB,Carpentaria Shire,,Australia,-17.45669937,140.8300018,"-17.45669937,140.8300018"
WIN,Winton,YWTN,Winton Shire,,Australia,-22.36359978,143.0859985,"-22.36359978,143.0859985"
WLE,Miles,YMLS,"Queensland , Western Downs",,Australia,-26.80830002,150.1750031,"-26.80830002,150.1750031"
SLJ,Solomon,YSOL,Karijini National Park,,Australia,-22.255278,117.761944,"-22.255278,117.761944"
OCM,Boolgeeda,YBGD,"Western Australia , Ashburton",,Australia,-22.54,117.275,"-22.54,117.275"
BWB,Barrow Island,YBWX,Shire Of Ashburton,,Australia,-20.86440086,115.4059982,"-20.86440086,115.4059982"
NAC,Naracoorte,YNRC,Naracoorte Lucindale Council,,Australia,-36.98529816,140.7250061,"-36.98529816,140.7250061"
KFE,Cloudbreak,YFDF,Cloudbreak Village,,Australia,0,119.4291611,"0.0,119.4291611"
XMY,Yam Island,AGAR,Yam Island,,Australia,-9.901109695,142.776001,"-9.901109695,142.776001"
SBR,Saibai Island,MPBO,Saibai Island,,Australia,-9.378330231,142.625,"-9.378330231,142.625"
MYI,Murray Island,AGGU,Murray Island,,Australia,-9.916669846,144.0549927,"-9.916669846,144.0549927"
SYU,Warraber Island,YWBS,Sue Islet,,Australia,-10.20829964,142.8249969,"-10.20829964,142.8249969"
CNC,Coconut Island,YCCT,Torres Strait Island Regional,,Australia,-10.05000019,143.0700073,"-10.05000019,143.0700073"
KUG,Kubin,YKUB,Torres Strait Island Regional,,Australia,-10.22500038,142.2180023,"-10.22500038,142.2180023"
OKR,Yorke Island,FNSA,Yorke Island,,Australia,-9.757029533,143.4109955,"-9.757029533,143.4109955"
BDD,Badu Island,YBAU,Torres Strait Island Regional,,Australia,-10.14999962,142.1734,"-10.14999962,142.1734"
NLF,Darnley Island,FNMA,Darnley Island,,Australia,-9.583330154,143.7669983,"-9.583330154,143.7669983"
UBB,Mabuiag Island,SBAT,Mabuiag Island,,Australia,-9.949999809,142.1829987,"-9.949999809,142.1829987"
GIC,Boigu Island,VTSB,Torres Strait Island Regional,,Australia,-9.232780457,142.2180023,"-9.232780457,142.2180023"
UBU,Kalumburu,YKAL,Shire Of Wyndham-East Kimberley,,Australia,-14.28829956,126.6320038,"-14.28829956,126.6320038"
CTN,Cooktown,YCKN,Cook Shire,,Australia,-15.44470024,145.1840057,"-15.44470024,145.1840057"
BQW,Balgo Hill,YBGO,Shire Of Halls Creek,,Australia,-20.14830017,127.9729996,"-20.14830017,127.9729996"
BWU,Sydney Bankstown,YSBK,Sydney,,Australia,-33.92440033,150.9880066,"-33.92440033,150.9880066"
BQB,Busselton,YBLN,Busselton,,Australia,-33.68842316,115.4015961,"-33.68842316,115.4015961"
CKW,Christmas Creek Mine,YCHK,Christmas Creek mine,,Australia,-22.355556,119.652222,"-22.355556,119.652222"
GYZ,Gruyere,YGRM,Cosmo Newbery,,Australia,-28.0339912,123.8140464,"-28.0339912,123.8140464"
TTX,Truscott-Mungalalu,YTST,"Western Australia , Wyndham-East Kimberley",,Australia,-14.08969975,126.3809967,"-14.08969975,126.3809967"
BRT,Bathurst Island,YBTI,Tiwi Islands Region,,Australia,-11.76920033,130.6199951,"-11.76920033,130.6199951"
ACF,Alaer,YBAF,Brisbane,,Australia,-27.57029915,153.0079956,"-27.57029915,153.0079956"
WHB,Eliwana,,Eliwana,Western Australia,Australia,-22.4306826,116.8863515,"-22.4306826,116.8863515"
VIE,Vienna International,LOWW,Vienna,,Austria,48.11029816,16.56970024,"48.11029816,16.56970024"
INN,"Innsbruck, Innsbruck Airport",LOWI,Innsbruck,,Austria,47.2602005,11.34399986,"47.2602005,11.34399986"
KLU,Klagenfurt,LOWK,Klagenfurt am Worthersee,,Austria,46.64250183,14.33769989,"46.64250183,14.33769989"
SZG,Salzburg W A Mozart,LOWS,Salzburg,,Austria,47.79330063,13.00430012,"47.79330063,13.00430012"
GRZ,Graz,LOWG,Graz,,Austria,46.99110031,15.43959999,"46.99110031,15.43959999"
LNZ,Linz Blue Danube,LOWL,Linz,,Austria,48.23320007,14.1875,"48.23320007,14.1875"
GYD,Baku Heydar Aliyev International Apt,UBBB,Baku,,Azerbaijan,40.46749878,50.04669952,"40.46749878,50.04669952"
KVD,Ganja,UBBG,Ganja,,Azerbaijan,40.73770142,46.31760025,"40.73770142,46.31760025"
LLK,Lankaran,UBBL,Lankaran,,Azerbaijan,38.74639893,48.81800079,"38.74639893,48.81800079"
NAJ,Nakchivan,UBBN,Nakhchivan,,Azerbaijan,39.18880081,45.45840073,"39.18880081,45.45840073"
GBB,Gabala,UBBQ,Gabala,,Azerbaijan,40.82666667,47.7125,"40.82666667,47.7125"
MHH,Marsh Harbour,MYAM,Marsh Harbour,,Bahamas,26.51140022,-77.08350372,"26.51140022,-77.08350372"
FPO,Freeport,MYGF,Freeport,,Bahamas,26.55870056,-78.69560242,"26.55870056,-78.69560242"
GHB,Governors Harbour,MYEM,Governor s Harbour,,Bahamas,25.28470039,-76.33100128,"25.28470039,-76.33100128"
NAS,Nassau,MYNN,Nassau,,Bahamas,25.03899956,-77.46620178,"25.03899956,-77.46620178"
ELH,North Eleuthera,MYEH,North Eleuthera,,Bahamas,25.47489929,-76.6835022,"25.47489929,-76.6835022"
BIM,Bimini,MYBS,South Bimini,,Bahamas,25.69989967,-79.26470184,"25.69989967,-79.26470184"
TCB,Treasure Cay,MYAT,Treasure Cay,,Bahamas,26.74530029,-77.39129639,"26.74530029,-77.39129639"
GGT,George Town,MYEF,George Town,,Bahamas,23.56259918,-75.87799835,"23.56259918,-75.87799835"
ZSA,San Salvador (BS),MYSM,San Salvador,,Bahamas,24.06329918,-74.52400208,"24.06329918,-74.52400208"
LGI,Deadmans Cay,MYLD,Deadman s Cay,,Bahamas,23.17900085,-75.09359741,"23.17900085,-75.09359741"
RSD,Rock Sound,MYER,Rock Sound,,Bahamas,24.89507873,-76.17688179,"24.89507873,-76.17688179"
SML,Stella Maris,MYLS,Stella Maris,,Bahamas,23.5823168,-75.26862144,"23.5823168,-75.26862144"
TBI,The Bight,,The Bight,,Bahamas,24.3,-75.45,"24.3,-75.45"
CAT,Cascais,MYCB,Cat Island,,Bahamas,24.31529999,-75.45230103,"24.31529999,-75.45230103"
SAQ,San Andros,MYAN,Andros Island,,Bahamas,25.05380058,-78.0490036,"25.05380058,-78.0490036"
TZN,South Andros,,South Andros,,Bahamas,24.158611,-77.589167,"24.158611,-77.589167"
ATC,Arthur's Town,MYCA,Arthur s Town,,Bahamas,24.62940025,-75.67379761,"24.62940025,-75.67379761"
MYG,Mayaguana,MYMM,Mayaguana,,Bahamas,22.37949944,-73.0134964,"22.37949944,-73.0134964"
IGA,Inagua,MYIG,Matthew Town,,Bahamas,20.97500038,-73.66690063,"20.97500038,-73.66690063"
AXP,Spring Point,MYAP,Spring Point,,Bahamas,22.44179916,-73.97090149,"22.44179916,-73.97090149"
CRI,Crooked Island,MYCI,Colonel Hill,,Bahamas,22.74559975,-74.18240356,"22.74559975,-74.18240356"
SWL,San Vicente,,Spanish Wells,,Bahamas,25.544,-76.749,"25.544,-76.749"
MAY,Mangrove Cay,MYAB,Mangrove Cay,,Bahamas,24.28770065,-77.68460083,"24.28770065,-77.68460083"
GBI,Gulbarga,MYGM,Grand Bahama,,Bahamas,26.63190079,-78.35919952,"26.63190079,-78.35919952"
BAH,Bahrain,OBBI,Manama,,Bahrain,26.27079964,50.63359833,"26.27079964,50.63359833"
DAC,Dhaka,VGHS,Dhaka,,Bangladesh,23.843347,90.397783,"23.843347,90.397783"
CGP,Chittagong,VGEG,Chittagong,,Bangladesh,22.24959946,91.81330109,"22.24959946,91.81330109"
ZYL,Sylhet,VGSY,Sylhet,,Bangladesh,24.96319962,91.8667984,"24.96319962,91.8667984"
JSR,Jessore,VGJR,Jashahor,,Bangladesh,23.18379974,89.16079712,"23.18379974,89.16079712"
RJH,Rajshahi,VGRJ,Rajshahi,,Bangladesh,24.43720055,88.61650085,"24.43720055,88.61650085"
CXB,Cox's Bazar,VGCB,Cox s Bazar,,Bangladesh,21.45219994,91.96389771,"21.45219994,91.96389771"
SPD,Saidpur,VGSD,Saidpur,,Bangladesh,25.75919914,88.9088974,"25.75919914,88.9088974"
BZL,Barisal,VGBR,Barisal,,Bangladesh,22.8010006,90.30120087,"22.8010006,90.30120087"
LLJ,Lubuk Linggau,VGLM,Lalmonirhat,,Bangladesh,25.88750076,89.43309784,"25.88750076,89.43309784"
IRD,Ishurdi,VGIS,Ishurdi,,Bangladesh,24.15250015,89.04940033,"24.15250015,89.04940033"
SDW,Malvan,,Sandwip,,Bangladesh,22.667,91.167,"22.667,91.167"
BGI,Barbados,TBPB,Bridgetown,,Barbados,13.07460022,-59.49250031,"13.07460022,-59.49250031"
MSQ,Minsk International Apt,UMMS,Minsk,,Belarus,53.88249969,28.03070068,"53.88249969,28.03070068"
BQT,Brest (BY),UMBB,Brest,,Belarus,52.10829926,23.8980999,"52.10829926,23.8980999"
GME,Gomel,UMGG,Gomel,,Belarus,52.52700043,31.01670074,"52.52700043,31.01670074"
BRU,Brussels Airport,EBBR,Brussels,,Belgium,50.90140152,4.48443985,"50.90140152,4.48443985"
CRL,Brussels S. Charleroi Airport,EBCI,Brussels,,Belgium,50.45920181,4.453820229,"50.45920181,4.453820229"
ANR,Antwerp,EBAW,Antwerp,,Belgium,51.18939972,4.460279942,"51.18939972,4.460279942"
LGG,Liege Apt,EBLG,Liege,,Belgium,50.63740158,5.443220139,"50.63740158,5.443220139"
OST,Oostende/Brugge,EBOS,Ostend,,Belgium,51.19889832,2.862220049,"51.19889832,2.862220049"
BZE,Belize City Goldson Intl Apt,MZBZ,Belize City,,Belize,17.53910065,-88.30819702,"17.53910065,-88.30819702"
SPR,San Pedro (BZ),BZ-SPR,San Pedro,,Belize,17.91390038,-87.97109985,"17.91390038,-87.97109985"
TZA,Belize City Municipal Apt,,Belize City,,Belize,17.5161,-88.1947,"17.5161,-88.1947"
PND,Punta Gorda (BZ),,Punta Gorda,,Belize,16.1,-88.8,"16.1,-88.8"
DGA,Dangriga,BZ-DGA,"Stann Creek , BZ.05.Dangriga district (undefined)",,Belize,16.98250961,-88.23098755,"16.98250961,-88.23098755"
CZH,Corozal (BZ),BZ-CZH,Corozal,,Belize,18.38220024,-88.41190338,"18.38220024,-88.41190338"
CUK,Caye Caulker,BZ-CUK,Caye Caulker,,Belize,17.73469925,-88.03250122,"17.73469925,-88.03250122"
PLJ,Placencia,BZ-PLJ,Stann Creek,,Belize,16.53695679,-88.36151123,"16.53695679,-88.36151123"
ORZ,Orange Walk,BZ-ORZ,Orange Walk,,Belize,18.04676628,-88.58386993,"18.04676628,-88.58386993"
BCV,Belmopan,BZ-BCV,Belmopan,,Belize,17.2696,-88.776497,"17.2696,-88.776497"
COO,Cotonou,DBBB,Cotonou,,Benin,6.357230187,2.384350061,"6.357230187,2.384350061"
BDA,Bermuda,TXKF,Hamilton,,Bermuda,32.36399841,-64.67870331,"32.36399841,-64.67870331"
PBH,Paro,VQPR,Paro,,Bhutan,27.40320015,89.42459869,"27.40320015,89.42459869"
BUT,Bathpalathang,VQBT,Bumthang,,Bhutan,27.5622,90.7471,"27.5622,90.7471"
YON,Trashigang,VQ10,Tashigang,,Bhutan,27.256399,91.514503,"27.256399,91.514503"
GLU,Gelephu,VQGP,Geylegphug,,Bhutan,26.88456,90.46412,"26.88456,90.46412"
VVI,Santa Cruz Viru Viru International Apt,SLVR,Santa Cruz,,Bolivia,-17.64480019,-63.13539886,"-17.64480019,-63.13539886"
LPB,La Paz (BO),SLLP,La Paz El Alto,,Bolivia,-16.51329994,-68.19229889,"-16.51329994,-68.19229889"
RIB,Riberalta,SLRI,Riberalta,,Bolivia,-11,-66,"-11.0,-66.0"
TDD,Trinidad,SLTR,Trinidad,,Bolivia,-14.81869984,-64.91799927,"-14.81869984,-64.91799927"
SRE,Sucre,SLAL,Yampar ez Sucre,,Bolivia,-19.238667,-65.148,"-19.238667,-65.148"
CBB,Cochabamba,SLCB,Cochabamba,,Bolivia,-17.42110062,-66.17710114,"-17.42110062,-66.17710114"
CIJ,Cobija,SLCO,Cobija,,Bolivia,-11.04039955,-68.78299713,"-11.04039955,-68.78299713"
TJA,Tarija,SLTJ,Tarija,,Bolivia,-21.5557003,-64.70130157,"-21.5557003,-64.70130157"
UYU,Uyuni,SLUY,Quijarro,,Bolivia,-20.44630051,-66.8483963,"-20.44630051,-66.8483963"
GYA,Guayaramerin,SLGY,Guayaramerin,,Bolivia,-10.82059956,-65.34559631,"-10.82059956,-65.34559631"
ORU,Oruro,SLOR,Oruro,,Bolivia,-17.96260071,-67.07620239,"-17.96260071,-67.07620239"
RBQ,Rurrenabaque,SLRQ,Rurenabaque,,Bolivia,-14.42790031,-67.49680328,"-14.42790031,-67.49680328"
BYC,Yacuiba,SLYA,Yacuiba,,Bolivia,-21.96089935,-63.65169907,"-21.96089935,-63.65169907"
BON,Bonaire,TNCB,Kralendijk,,Bonaire,12.13099957,-68.26850128,"12.13099957,-68.26850128"
EUX,St Eustatius,TNCE,Sint Eustatius,,Bonaire,17.49650002,-62.97940063,"17.49650002,-62.97940063"
SAB,Saba,TNCS,Saba,,Bonaire,17.64500046,-63.22000122,"17.64500046,-63.22000122"
SJJ,Sarajevo,LQSA,Sarajevo,,Bosnia and Herzegovina,43.82460022,18.3314991,"43.82460022,18.3314991"
BNX,Banja Luka,LQBK,Banja Luka,,Bosnia and Herzegovina,44.94139862,17.29750061,"44.94139862,17.29750061"
TZL,Tuzla,LQTZ,Tuzla,,Bosnia and Herzegovina,44.45869827,18.72480011,"44.45869827,18.72480011"
OMO,Mostar,LQMO,Mostar,,Bosnia and Herzegovina,43.28290176,17.84589958,"43.28290176,17.84589958"
GBE,Gaborone,FBSK,Gaborone,,Botswana,-24.55520058,25.91819954,"-24.55520058,25.91819954"
FRW,Francistown,FBFT,Francistown,,Botswana,-21.1595993,27.47450066,"-21.1595993,27.47450066"
MUB,Maun,FBMN,Maun,,Botswana,-19.97260094,23.43110085,"-19.97260094,23.43110085"
BBK,Kasane,FBKE,Kasane,,Botswana,-17.83289909,25.16239929,"-17.83289909,25.16239929"
LOQ,Lobatse,FBLO,Lobatse,,Botswana,-25.1981,25.7139,"-25.1981,25.7139"
UDI,Uberlandia,SBUL,Uberlandia,,Brazil,-18.88361168,-48.22527695,"-18.88361168,-48.22527695"
RAO,Ribeirao Preto,SBRP,Ribeirao Preto,,Brazil,-21.13638878,-47.77666855,"-21.13638878,-47.77666855"
GRU,Sao Paulo Guarulhos Intl Apt,SBGR,Sao Paulo,,Brazil,-23.43555641,-46.47305679,"-23.43555641,-46.47305679"
BRA,Barreiras,SNBR,Barreiras,,Brazil,-12.07890034,-45.00899887,"-12.07890034,-45.00899887"
SSA,Salvador,SBSV,Salvador,,Brazil,-12.9086113,-38.32249832,"-12.9086113,-38.32249832"
BSB,Brasilia,SBBR,Brasilia,,Brazil,-15.86916733,-47.92083359,"-15.86916733,-47.92083359"
VDC,Vitoria Da Conquista,SBQV,Vitoria Da Conquista,,Brazil,-14.86279964,-40.86309814,"-14.86279964,-40.86309814"
GYN,Goiania,SBGO,Goiania,,Brazil,-16.63199997,-49.22069931,"-16.63199997,-49.22069931"
SDU,Rio de Janeiro Santos Dumont Apt,SBRJ,Rio De Janeiro,,Brazil,-22.91049957,-43.1631012,"-22.91049957,-43.1631012"
AUX,Araguaina,RPMC,Araguaina,,Brazil,-7.227869988,-48.2405014,"-7.227869988,-48.2405014"
PMW,Palmas,SBPJ,Palmas,,Brazil,-10.29150009,-48.35699844,"-10.29150009,-48.35699844"
GIG,Rio de Janeiro Galeao-A.C.Jobim Int Apt,SBGL,Rio De Janeiro,,Brazil,-22.80999947,-43.25055695,"-22.80999947,-43.25055695"
MAO,Manaus Eduardo Gomes International,SBEG,Manaus,,Brazil,-3.038609982,-60.04970169,"-3.038609982,-60.04970169"
CNF,Belo Horizonte Tancredo Neves Int Apt,SBCF,Belo Horizonte,,Brazil,-19.62444305,-43.9719429,"-19.62444305,-43.9719429"
VCP,Sao Paulo Viracopos-Campinas Intl Apt,SBKP,Campinas,,Brazil,-23.00740051,-47.1344986,"-23.00740051,-47.1344986"
CGB,Cuiaba,SBCY,Cuiaba,,Brazil,-15.65289974,-56.11669922,"-15.65289974,-56.11669922"
STM,Santarem,SBSN,Santarem,,Brazil,-2.424721956,-54.78583145,"-2.424721956,-54.78583145"
REC,Recife,AGGN,Recife,,Brazil,-8.126489639,-34.92359924,"-8.126489639,-34.92359924"
AJU,Aracaju,SBAR,Aracaju,,Brazil,-10.98400021,-37.07030106,"-10.98400021,-37.07030106"
CGH,Sao Paulo Congonhas Apt,SBSP,Sao Paulo,,Brazil,-23.62611008,-46.65638733,"-23.62611008,-46.65638733"
CWB,Curitiba Afonso Pena Intl,SBCT,Curitiba,,Brazil,-25.5284996,-49.17580032,"-25.5284996,-49.17580032"
ATM,Altamira,SBHT,Altamira,,Brazil,-3.253910065,-52.25400162,"-3.253910065,-52.25400162"
BVH,Vilhena,SBVH,Vilhena,,Brazil,-12.69439983,-60.09830093,"-12.69439983,-60.09830093"
BEL,Belem,SBBE,Belem,,Brazil,-1.37925005,-48.47629929,"-1.37925005,-48.47629929"
MOC,Montes Claros,SBMK,Montes Claros,,Brazil,-16.70689964,-43.81890106,"-16.70689964,-43.81890106"
PFB,Passo Fundo,SBPF,Passo Fundo,,Brazil,-28.24399948,-52.32659912,"-28.24399948,-52.32659912"
PVH,Porto Velho,WATC,Porto Velho,,Brazil,-8.709289551,-63.90230179,"-8.709289551,-63.90230179"
JDO,Juazeiro do Norte,SBJP,Juazeiro Do Norte,,Brazil,-7.218959808,-39.27009964,"-7.218959808,-39.27009964"
NVT,Navegantes,SBNF,Navegantes,,Brazil,-26.87999916,-48.65140152,"-26.87999916,-48.65140152"
IGU,Foz do Iguacu,SBFI,Foz Do Iguacu,,Brazil,-25.60027885,-54.48500061,"-25.60027885,-54.48500061"
MVF,Mossoro,SBMS,Mossoro,,Brazil,-5.201920033,-37.36429977,"-5.201920033,-37.36429977"
CGR,Campo Grande,SBCG,Campo Grande,,Brazil,-20.46870041,-54.67250061,"-20.46870041,-54.67250061"
MGF,Maringa,SBMG,Maringa,,Brazil,-23.4794445,-52.01222229,"-23.4794445,-52.01222229"
THE,Teresina,SBTE,Teresina,,Brazil,-5.059939861,-42.82350159,"-5.059939861,-42.82350159"
XAP,Chapeco,SBCH,Chapeco,,Brazil,-27.13419914,-52.65660095,"-27.13419914,-52.65660095"
FLN,Florianopolis,SBFL,Florianopolis,,Brazil,-27.67027855,-48.55250168,"-27.67027855,-48.55250168"
LDB,Londrina,SBLO,Londrina,,Brazil,-23.33359909,-51.13010025,"-23.33359909,-51.13010025"
OAL,Cacoal,SSKW,"Rondônia , Cacoal",,Brazil,-11.496,-61.4508,"-11.496,-61.4508"
VIX,Vitoria (BR) ES,SBVT,Vitoria,,Brazil,-20.25805664,-40.2863884,"-20.25805664,-40.2863884"
FEN,Fernando de Noronha,SBFN,Fernando De Noronha,,Brazil,-3.854929924,-32.4233017,"-3.854929924,-32.4233017"
TXF,Teixeira de Freitas,SNTF,"Bahia , Teixeira de Freitas",,Brazil,-17.52449989,-39.66849899,"-17.52449989,-39.66849899"
TBT,Tabatinga,SBTT,Tabatinga,,Brazil,-4.255670071,-69.93579865,"-4.255670071,-69.93579865"
BPS,Porto Seguro,SBPS,Porto Seguro,,Brazil,-16.43860054,-39.08089828,"-16.43860054,-39.08089828"
JPA,Joao Pessoa,HALA,Joao Pessoa,,Brazil,-7.145833015,-34.94861221,"-7.145833015,-34.94861221"
POA,Porto Alegre,SBPA,Porto Alegre,,Brazil,-29.99440002,-51.17139816,"-29.99440002,-51.17139816"
IPN,Ipatinga,SBIP,Ipatinga,,Brazil,-19.47069931,-42.48759842,"-19.47069931,-42.48759842"
FOR,Fortaleza,SBFZ,Fortaleza,,Brazil,-3.776279926,-38.5326004,"-3.776279926,-38.5326004"
SLZ,Sao Luiz,SBSL,Sao Luis,,Brazil,-2.58536005,-44.23410034,"-2.58536005,-44.23410034"
MCZ,Maceio,AYPY,Maceio,,Brazil,-9.510809898,-35.79169846,"-9.510809898,-35.79169846"
JJD,Cruz,SBJE,Jijoca de Jericoacoara Cruz,,Brazil,-2.906667,-40.358,"-2.906667,-40.358"
GVR,Governador Valadares,SBGV,Governador Valadares,,Brazil,-18.89520073,-41.98220062,"-18.89520073,-41.98220062"
PNZ,Petrolina,FKKR,Petrolina,,Brazil,-9.362409592,-40.56909943,"-9.362409592,-40.56909943"
OPS,Sinop (BR) MT,SWSI,Sinop,,Brazil,-11.88500023,-55.58610916,"-11.88500023,-55.58610916"
JTC,Bauru,SJTC,"São Paulo , Arealva",,Brazil,-22.16685914,-49.05028667,"-22.16685914,-49.05028667"
MCP,Macapa,SBMQ,Macapa,,Brazil,0.050664,-51.07220078,"0.050664,-51.07220078"
IZA,Juiz de Fora Zona da Mata,SBZM,Juiz De Fora,,Brazil,-21.5130558,-43.17305756,"-21.5130558,-43.17305756"
IOS,Ilheus,SBIL,Ilheus,,Brazil,-14.81599998,-39.03319931,"-14.81599998,-39.03319931"
MAB,Maraba,SBMA,Maraba,,Brazil,-5.368589878,-49.13800049,"-5.368589878,-49.13800049"
PPB,President Prudente,SBDN,Presidente Prudente,,Brazil,-22.17510033,-51.42459869,"-22.17510033,-51.42459869"
SJP,Sao Jose do Rio Preto,SBSR,Sao Jose Do Rio Preto,,Brazil,-20.8166008,-49.40650177,"-20.8166008,-49.40650177"
NAT,Natal,SBNT,Natal,,Brazil,-5.911419869,-35.24769974,"-5.911419869,-35.24769974"
IMP,Imperatriz,SBIZ,Imperatriz,,Brazil,-5.531290054,-47.45999908,"-5.531290054,-47.45999908"
ROO,Rondonopolis,SWRD,Rondonopolis,,Brazil,-16.58600044,-54.72480011,"-16.58600044,-54.72480011"
BVB,Boa Vista,SBBV,Boa Vista,,Brazil,2.841388941,-60.6922226,"2.841388941,-60.6922226"
DOU,Dourados,SSDO,Dourados,,Brazil,-22.20190048,-54.92660141,"-22.20190048,-54.92660141"
CAC,Cascavel,SBCA,Cascavel,,Brazil,-25.00029945,-53.50080109,"-25.00029945,-53.50080109"
JOI,Joinville,SBJV,Joinville,,Brazil,-26.22450066,-48.79740143,"-26.22450066,-48.79740143"
JPR,Ji-Parana,SWJI,Ji Parana,,Brazil,-10.87080002,-61.8465004,"-10.87080002,-61.8465004"
CFB,Cabo Frio,SBCB,Cabo Frio,,Brazil,-22.92169952,-42.07429886,"-22.92169952,-42.07429886"
CKS,Parauapebas,SBCJ,Carajas,,Brazil,-6.115277767,-50.00138855,"-6.115277767,-50.00138855"
TFF,Tefe,SBTF,Tefe,,Brazil,-3.382940054,-64.72409821,"-3.382940054,-64.72409821"
BYO,Bonito,SBDB,"Mato Grosso do Sul , Bonito",,Brazil,-21.2473,-56.4525,"-21.2473,-56.4525"
RBR,Rio Branco,VOMD,Rio Branco,,Brazil,-9.868888855,-67.89805603,"-9.868888855,-67.89805603"
CPV,Campina Grande,VTSH,Campina Grande,,Brazil,-7.269919872,-35.89640045,"-7.269919872,-35.89640045"
CZS,Cruzeiro do Sul,VTST,Cruzeiro Do Sul,,Brazil,-7.599909782,-72.76950073,"-7.599909782,-72.76950073"
CXJ,Caxias do Sul,SBCX,Caxias Do Sul,,Brazil,-29.19709969,-51.1875,"-29.19709969,-51.1875"
JJG,Jaguaruna,SBJA,Jaguaruna,,Brazil,-28.6753,-49.0596,"-28.6753,-49.0596"
ERN,Eirunepe,SWEI,Eirunepe,,Brazil,-6.639530182,-69.87979889,"-6.639530182,-69.87979889"
PIN,Parintins,SWPI,Parintins,,Brazil,-2.673019886,-56.77719879,"-2.673019886,-56.77719879"
TMT,Trombetas,SBTB,Oriximina,,Brazil,-1.489599943,-56.39680099,"-1.489599943,-56.39680099"
AFL,Alta Floresta,VCCJ,Alta Floresta,,Brazil,-9.866389275,-56.10499954,"-9.866389275,-56.10499954"
ARU,Aracatuba,SBAU,Aracatuba,,Brazil,-21.1413002,-50.42470169,"-21.1413002,-50.42470169"
SMT,Sorriso,SBSO,Sorriso,,Brazil,-12.479177,-55.672341,"-12.479177,-55.672341"
UBA,Uberaba,SBUR,Uberaba,,Brazil,-19.76472282,-47.96611023,"-19.76472282,-47.96611023"
MII,Marilia,SBML,Marilia,,Brazil,-22.19689941,-49.92639923,"-22.19689941,-49.92639923"
SJK,Sao Jose Dos Campos,SBSJ,Sao Jose Dos Campos,,Brazil,-23.22920036,-45.86149979,"-23.22920036,-45.86149979"
GEL,Santo Angelo,SBNM,Santo Angelo,,Brazil,-28.28170013,-54.16910172,"-28.28170013,-54.16910172"
PET,Pelotas,SBPK,Pelotas,,Brazil,-31.71839905,-52.32770157,"-31.71839905,-52.32770157"
LAJ,Lages,SBLJ,Lages,,Brazil,-27.78210068,-50.28150177,"-27.78210068,-50.28150177"
RIA,Santa Maria (BR) RS,SBSM,Santa Maria,,Brazil,-29.71139908,-53.6882019,"-29.71139908,-53.6882019"
URG,Uruguaiana,SBUG,Uruguaiana,,Brazil,-29.78219986,-57.03820038,"-29.78219986,-57.03820038"
PAV,Paulo Afonso,NTMP,Paulo Afonso,,Brazil,-9.40087986,-38.25059891,"-9.40087986,-38.25059891"
TJL,Tres Lagoas,SBTG,Tres Lagoas,,Brazil,-20.754444,-51.683889,"-20.754444,-51.683889"
VAG,Varginha,SBVG,Varginha,,Brazil,-21.59009933,-45.47330093,"-21.59009933,-45.47330093"
RVD,Rio Verde,SWLC,Rio Verde,,Brazil,-17.83472252,-50.95611191,"-17.83472252,-50.95611191"
CMG,Corumba,SBCR,Corumba,,Brazil,-19.01194382,-57.67139053,"-19.01194382,-57.67139053"
FEC,Feira de Santana,SNJD,Feira De Santana,,Brazil,-12.20030022,-38.90679932,"-12.20030022,-38.90679932"
CIZ,Coari,SWKO,Coari,,Brazil,-4.134059906,-63.13259888,"-4.134059906,-63.13259888"
ITB,Itaituba,SBIH,Itaituba,,Brazil,-4.242340088,-56.0007019,"-4.242340088,-56.0007019"
PGZ,Ponta Grossa,SSZW,Ponta Grossa,,Brazil,-25.18470001,-50.14410019,"-25.18470001,-50.14410019"
CAW,Campos dos Goytacaze,SBCP,Campos Dos Goytacazes,,Brazil,-21.69829941,-41.30170059,"-21.69829941,-41.30170059"
